1.77322	1.76675	1.75448	1.76248	1.75949	1.74653	1.76497	1.75941	1.76096	1.7577	1.73722	1.75921	1.74634	1.75758	1.75978	1.75087	1.75745	1.76159	1.76869	1.74826	1.7445	1.75589	1.75099	1.73895	1.74608	1.74108	1.74137	1.7911	1.74732	1.77249	
1.73498	1.73695	1.73822	1.73678	1.7331	1.736	1.73423	1.74176	1.735	1.73569	1.73103	1.73305	1.73527	1.73244	1.73239	1.73425	1.73611	1.73206	1.73139	1.73317	1.73708	1.73132	1.73637	1.73612	1.73199	1.7339	1.73146	1.73948	1.73122	1.73802	
1.72727	1.72675	1.72644	1.7274	1.72767	1.72756	1.72715	1.72724	1.72695	1.72677	1.72639	1.72681	1.72737	1.72593	1.72623	1.72596	1.72763	1.72655	1.72605	1.72683	1.72735	1.72742	1.72608	1.72708	1.72753	1.72552	1.72655	1.72774	1.7266	1.72786	
1.72517	1.72502	1.72497	1.72513	1.72518	1.7251	1.72508	1.72532	1.72515	1.72504	1.72499	1.72508	1.72503	1.72507	1.725	1.72513	1.72523	1.72503	1.72508	1.72514	1.72519	1.72515	1.72508	1.7252	1.72511	1.72503	1.72501	1.72525	1.72522	1.725	
1.72487	1.72486	1.72487	1.72487	1.72487	1.72487	1.72486	1.72488	1.72486	1.72486	1.72486	1.72487	1.72487	1.72486	1.72486	1.72486	1.72487	1.72486	1.72487	1.72486	1.72488	1.72487	1.72486	1.72488	1.72487	1.72487	1.72486	1.72487	1.72487	1.72486	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	1.72485	
