6091.58	4753.31	8315.63		3559.2	3989.35	2705.35		6108.64	7431.58	8639.87		9441.94	6103.7	6476.72		9077.82	5054.52	9489.59		4822.26	4257.28	4913.27		8710.67	5245.63	7482.72		7298	7289.05	7321.18		7095.09	5398.17	8916.73		3212.28	5821.64	8172.8	
3836.35	4343.72	4966.94		3559.2	3726.58	2705.35		5792.56	7431.58	6243.85		6481.53	6103.7	6101.48		7143.51	4945.82	7461.3		4822.26	3599.3	4913.27		6053.31	5245.63	6942.23		5128.74	6697.1	7294.17		5030.77	5398.17	6787.05		3212.28	5200.04	7284.18	
3316.87	4343.72	4959.7		3548.42	3666.1	2705.35		5792.56	6788.35	4959.57		6481.53	5993.83	6101.48		6647.71	3841.89	6209.29		4730.9	3599.1	4913.27		4158.64	4969.69	4799.56		5128.74	4478.89	7186.1		5030.77	4388.02	4804.35		2911.88	5100.71	5999.55	
2793.96	4324.66	4824.15		3421.06	3666.1	2705.35		4753.01	5842.79	4592.35		4226.24	4763.91	3241.74		5215.42	3427.91	6176.29		4397.95	3001.18	4550.98		3338.3	3426.99	4799.56		4670.62	3860.02	6126.64		3773.27	3827.54	2515.49		2521.14	4908.54	5140.92	
2536.66	2476.86	2268.78		2611.77	3477.08	1949.82		4587.15	3207.44	2884.36		3068.11	3614.09	2103.84		3111.41	2326.73	2075.15		3122.75	2562.09	3376.87		2966.43	2391.41	3839.49		3757.74	2473.76	3402		3533.7	3008.07	1794.1		1942.77	3354.55	4258.46	
1903.49	2097.14	1127.43		1953.34	2316.17	1672.82		2428.43	2096.03	1812.03		2848.44	2938.79	1280.94		2261.25	1756.88	1779.77		1705.97	1361.25	1629.74		2024.89	2198.2	2405.64		1680.49	1969.89	2974.95		2769.79	1148.78	1144.41		1508.71	1701.43	2293.13	
1170.19	1255.81	754.787		1262.03	1099.63	802.341		1018.71	594.726	1170.71		1135.23	963.343	731.953		921.953	974.2	1014.06		960.103	715.546	849.834		1096.12	1182.9	1084.88		887.334	1184.17	1209.08		953.269	818.622	821.843		678.281	1012.29	1148.82	
428.668	417.403	420.388		457.202	410.979	276.797		304.455	228.606	384.95		334.981	454.114	384.675		303.682	367.755	410.593		384.388	450.26	365.866		297.199	352.988	328.991		351.641	500.058	377.818		313.73	315.315	301.994		215.676	340.737	446.925	
164.366	166.306	155.159		180.901	208.564	170.026		160.446	151.355	184.648		187.907	178.473	184.207		143.789	142.849	156.078		159.693	185.655	190.234		152.913	135.093	135.316		157.945	154.725	136.341		165.868	142.148	155.335		113.677	146.273	182.948	
74.8602	83.5946	84.3593		80.8014	103.691	91.0109		76.5125	76.6502	87.7		82.0992	89.8192	96.478		85.6884	81.2033	92.6485		92.1352	82.6823	102.966		91.7678	69.1321	83.1186		92.872	82.9698	93.7412		84.2211	65.3432	79.8201		78.518	80.576	84.2606	
61.9827	59.7124	53.3749		52.9997	59.5926	65.3741		54.5433	62.705	55.6828		58.4998	57.4929	62.1874		54.1696	53.5514	60.1766		46.5195	55.0749	58.6499		57.2109	56.4367	57.5181		67.6676	55.4271	58.2781		57.5753	52.9885	56.9831		53.029	56.522	56.5156	
50.7001	49.3273	49.2595		49.115	49.4379	50.3671		49.3309	50.1808	49.8812		49.492	49.3104	49.551		49.1973	49.3847	49.2686		33.481	49.0226	49.1438		49.7122	49.362	49.6464		50.8053	49.2697	49.4797		49.5721	48.1056	48.7935		49.1864	49.5966	49.4353	
49.1144	49.0862	49.0852		49.0845	49.0854	49.12		49.0849	49.101	48.4756		49.0853	49.0852	49.0865		49.0846	48.5402	49.0845		8.38109	48.7612	47.4315		49.0905	47.1366	49.118		42.2806	49.0848	49.087		49.1183	45.8246	45.6644		49.085	49.087	49.0904	
49.0845	45.2691	49.0845		49.0845	45.8737	49.0845		49.0845	49.0845	44.8993		49.0845	49.0845	49.0845		49.0845	44.8955	49.0845		3.90931	45.1637	44.8955		49.0845	44.8955	49.0845		32.8481	49.0845	49.0806		49.0845	44.8955	5.81745		47.0946	49.0845	49.0845	
29.5	44.8955	45.6593		49.0845	44.9338	6.15637		49.0845	44.8979	44.8993		49.0845	49.0845	44.8955		49.0845	44.8955	49.0845		2.66494	45.1637	44.8955		49.0845	44.8955	49.0845		4.08664	49.0845	44.896		49.0845	24.8896	3.21996		44.1875	49.0845	49.0845	
4.40843	44.8955	45.6593		0.00770918	40.4889	0.116716		0.00449659	0.48543	0.00776063		0.5328	5.19926	9.04123e-06		4.03026	0.0405789	41.4049		0.156237	0.0272125	44.8955		49.0845	4.03026	0.184797		4.04608	49.0845	44.896		0.835202	4.03026	0.199077		6.98942	44.8955	33.4343	
1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06		1e+06	1e+06	1e+06	
